official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
install,VC33,Dab,VP,-1,False=(1.0, 'quantity', 2.0)
exhale,VC2,Dd,S,-1,False=(1.0, 'time', 2.0)
cheat,VC2,Dc,S,1,False=(1.0, 'negation', 1.0)
extensive,Nv4,DE,NP,-1,False=(1.0, 'nominal', 2.0)
act,VA4,VP,VP,-1,False=(1.0, 'manner', 1.0)
plans,Nac,Naa,NP,-1,False=(1.0, 'property', 3.0)
FateValue,Nac,S좪ず,NP,-1,True=(1.0, 'property', 1.0)
stone,Naa,Nad,NP,-1,False=(1.0, 'property', 1.0)
teach,Nab,Nce,NP,-1,False=(1.0, 'property', 1.0)
lean,VC2,NP,S,-1,False=(1.0, 'topic', 1.0)
swollen,VH12,Dfa,S,-1,False=(1.0, 'degree', 1.0)
do,VC2,NP,S,-1,False=(0.9578947368421052, 'agent', 91.0)|(0.021052631578947368, 'theme', 2.0)|(0.010526315789473684, 'topic', 1.0)|(0.010526315789473684, 'time', 1.0)
catch,VC31,VP,VP,1,False=(1.0, 'complement', 1.0)
use,VC2,VH11,S,-1,False=(1.0, 'manner', 3.0)
fly,VA11,NP,S,-1,True=(1.0, 'topic', 1.0)
check,VC2,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
recreation,VA4,P11,VP,-1,False=(1.0, 'manner', 1.0)
insubstantial,VH11,Ta,S,1,False=(1.0, 'particle', 1.0)
be,V_11,VH11,S,-1,False=(1.0, 'manner', 9.0)
despise,VB11,NP,S,-1,False=(1.0, 'agent', 3.0)
detain,VA11,Nddc,S,-1,False=(1.0, 'time', 1.0)
teach,Nv1,P31,NP,-1,False=(1.0, 'goal', 1.0)
cease,VH11,Cbba,S,-1,False=(1.0, 'reason', 1.0)
ToAndFro,VC1,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
small,VH13,Cbbb,S,-1,False=(1.0, 'restriction', 1.0)
thing,Nab,VJ1,NP,-1,False=(1.0, 'property', 1.0)
low,VH13,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
fit,VL2,Cbba,VP,-1,False=(1.0, 'reason', 1.0)
ask,VE11,NP,S,-1,False=(0.9772727272727273, 'agent', 86.0)|(0.011363636363636364, 'time', 1.0)|(0.011363636363636364, 'experiencer', 1.0)
blue,VH11,VH11,VP,-1,False=(1.0, 'manner', 1.0)
rights,Nad,N좪ず,NP,-1,False=(0.7777777777777778, 'property', 7.0)|(0.2222222222222222, 'possessor', 2.0)
congratulate,VE2,S,VP,1,False=(1.0, 'goal', 1.0)
expect,VC2,NP,S,-1,False=(0.9090909090909091, 'agent', 10.0)|(0.09090909090909091, 'goal', 1.0)
leave,VA13,VA12,VP,1,False=(1.0, 'complement', 1.0)
lenient,VJ1,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
AmountTo,VJ1,P26,S,-1,True=(1.0, 'condition', 1.0)
predict,VE2,Ndaba,S,-1,False=(1.0, 'time', 1.0)
family,Ncb,Nca,NP,-1,False=(1.0, 'property', 1.0)
red,VH11,NP,S,-1,False=(0.7777777777777778, 'theme', 7.0)|(0.2222222222222222, 'topic', 2.0)
ServeAsFoil,VC33,Di,VP,1,False=(1.0, 'aspect', 1.0)
facilities,Nbc,Nac,NP,-1,False=(1.0, 'property', 1.0)
use,VC2,Daa,VP,-1,False=(1.0, 'quantity', 2.0)
GiveAsGift,VC32,VP,S,1,True=(1.0, 'complement', 1.0)
unsatisfied,VJ3,NP,S,1,False=(1.0, 'range', 1.0)
withdraw,VC1,Ng,VP,-1,False=(1.0, 'condition', 1.0)
attack,VC1,Cbba,S,-1,False=(1.0, 'concession', 1.0)
autumn,Ndabb,S좪ず,NP,-1,False=(1.0, 'property', 2.0)
conduct,VC2,Ndabd,VP,-1,False=(1.0, 'time', 5.0)
speak,VA4,Dd,VP,-1,False=(1.0, 'time', 3.0)
QuantityPropertyValue,Caa,V좪ず,VP좪ず,1,True=(1.0, 'DUMMY2', 1.0)
sell,VL4,Dfa,S,-1,False=(1.0, 'degree', 1.0)
planting,VC33,Dbb,VP,-1,False=(1.0, 'evaluation', 2.0)
plan,VC2,NP,VP,1,False=(1.0, 'goal', 8.0)
PossibilityValue,Caa,Dbaa,Dbaa,1,False=(1.0, 'DUMMY2', 1.0)
law,Nac,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
turn,VC2,P07,VP,-1,False=(1.0, 'goal', 1.0)
influence,VJ1,Dbaa,VP,-1,False=(1.0, 'epistemics', 4.0)
taste,Nad,Nep,NP,-1,False=(1.0, 'quantifier', 2.0)
change,VC2,P21,VP,1,False=(1.0, 'location', 4.0)
physical,Nac,VP좪ず,NP,-1,False=(0.5, 'property', 2.0)|(0.5, 'predication', 2.0)
no-type,Nab,S좪ず,NP,-1,False=(0.75, 'property', 6.0)|(0.25, 'predication', 2.0)
exist,V_2,VI2,S,1,False=(1.0, 'complement', 1.0)
LookFor,VC2,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
classic,Nv4,P59,NP,-1,False=(1.0, 'time', 1.0)
information,Nad,VH11,NP,-1,False=(1.0, 'property', 9.0)
arrive,Nv4,Cbaa,NP,-1,False=(1.0, 'reason', 1.0)
state,VH11,Dfa,S,-1,False=(1.0, 'degree', 8.0)
produce,VC31,P23,VP,-1,False=(1.0, 'time', 1.0)
news,Nac,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
withstand,VL1,Cbaa,S,-1,False=(1.0, 'uncondition', 1.0)
fulfil,VC2,Dbab,VP,-1,False=(0.8, 'deontics', 8.0)|(0.2, 'deixis', 2.0)
firing,VA4,VP,S,-1,False=(1.0, 'manner', 1.0)
BestQuality,Ncda,N,NP,-1,False=(1.0, 'property', 3.0)
artifact,Nab,N,NP,-1,False=(1.0, 'property', 1.0)
quantity,Nad,VP,NP,-1,False=(1.0, 'property', 12.0)
wrap,VC2,NP,VP,1,False=(1.0, 'goal', 5.0)
LookFor,VC2,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
endeavour,VI2,Ng,VP,-1,False=(1.0, 'time', 1.0)
arrive,VJ1,Dbb,VP,-1,False=(1.0, 'evaluation', 5.0)
PayAttention,VJ1,Cbca,VP,-1,False=(1.0, 'conclusion', 1.0)
issue,VG1,NP,VP,1,False=(1.0, 'range', 3.0)
act,VA11[+ASP],V좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
QuantityPropertyValue,Caa,VA12,VA12,-1,False=(1.0, 'DUMMY1', 4.0)
circulate,Nad,Ncb,NP,-1,False=(1.0, 'property', 1.0)
thing,Nac,Ndabd,NP,-1,True=(1.0, 'property', 1.0)
white,Nad,Ncdb,NP,-1,False=(1.0, 'property', 1.0)
lack,VH13,NP,S,-1,True=(1.0, 'theme', 3.0)
undergo,VJ3,Ncc,VP,-1,False=(1.0, 'location', 1.0)
easy,VH15,NP,VP,-1,False=(0.6666666666666666, 'location', 2.0)|(0.3333333333333333, 'topic', 1.0)
cook,Nab,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
weather,Nad,N,NP,-1,False=(1.0, 'property', 1.0)
RegardAs,VG1,Cbca,S,-1,False=(0.6666666666666666, 'contrast', 6.0)|(0.3333333333333333, 'result', 3.0)
ExpressAgainst,VE2,Cbba,VP,-1,False=(1.0, 'concession', 1.0)
communicate,Nv1,DE,NP,-1,False=(1.0, 'nominal', 1.0)
delimit,Nac,NP좪ず,NP,-1,True=(1.0, 'property', 2.0)
alike,VG2,Dbc,VP,-1,False=(1.0, 'evaluation', 6.0)
RangeValue,VH11,Dfa,VP,-1,False=(1.0, 'degree', 3.0)
BeNear,VJ1,Ta,S,1,False=(1.0, 'particle', 2.0)
swallow,VB2,Dbab,VP,-1,False=(1.0, 'deontics', 2.0)
cease,VF1,DM,VP,1,False=(1.0, 'duration', 1.0)
AspectValue,Caa,VC2,V,-1,False=(1.0, 'DUMMY1', 1.0)
circumstances,Nac,VH16,NP,-1,False=(1.0, 'property', 1.0)
ResultIn,VK2,Di,VP,1,False=(1.0, 'aspect', 4.0)
cheap,VJ1,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
emphasize,VE2,Ndabe,S,-1,False=(1.0, 'time', 1.0)
SelfMoveInDirection,VC32,NP,S,-1,False=(1.0, 'agent', 5.0)
catch,VC31,P21,S,-1,False=(1.0, 'location', 1.0)
color,Nac,N좪ず,NP,-1,False=(1.0, 'property', 5.0)
resist,VC2,P06,S,-1,True=(1.0, 'agent', 1.0)
transport,VC32,NP,S,-1,False=(0.5714285714285714, 'agent', 4.0)|(0.42857142857142855, 'theme', 3.0)
fill,VC33,P41,VP,-1,False=(1.0, 'topic', 1.0)
spend,VJ3,Dd,VP,-1,False=(1.0, 'time', 1.0)
GoUp,VA13,Dfa,S,-1,False=(1.0, 'degree', 1.0)
guarantee,VC2,P11,VP,-1,False=(1.0, 'manner', 1.0)
alive,VH11,NP,S,-1,False=(0.9333333333333333, 'theme', 14.0)|(0.06666666666666667, 'location', 1.0)
reasonable,VH11,Cbaa,S,-1,False=(1.0, 'condition', 1.0)
manage,VG2,VP,VP,1,False=(1.0, 'range', 1.0)
deserve,Nad,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
engage,VC2,Ng,VP,-1,False=(1.0, 'time', 4.0)
copy,VE2,S,S,1,False=(1.0, 'goal', 1.0)
livestock,Nab,V좪ず,NP,-1,False=(1.0, 'property', 6.0)
calculate,VC2,NP,S,-1,True=(1.0, 'topic', 1.0)
beat,VC31,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
head,Ncda,Nac,NP,-1,False=(1.0, 'property', 1.0)
act,Nv4,DE,NP,-1,False=(1.0, 'nominal', 2.0)
recompense,VD1,NP,VP,1,False=(1.0, 'theme', 2.0)
grow,VH12,NP,S,1,False=(1.0, 'range', 1.0)
act,VC33,P23,VP,-1,False=(1.0, 'time', 1.0)
suffer,VC31[+SPV],Dd,VP,-1,False=(1.0, 'time', 1.0)
organization,Naeb,Ncb,NP,-1,False=(1.0, 'property', 1.0)
HaveContest,VA4,Dh,VP,-1,False=(1.0, 'manner', 2.0)
city,Ncb,Nab,NP,-1,False=(1.0, 'property', 2.0)
physical,Ndabf,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
loose,VH11,Dfa,S,-1,False=(1.0, 'degree', 3.0)
publish,VE2,Ndabd,VP,-1,False=(1.0, 'time', 1.0)
dry,VJ1,Dd,VP,-1,False=(1.0, 'time', 1.0)
humanized,Nab,VP좪ず,NP,-1,False=(1.0, 'predication', 2.0)
fit,VJ1,Dj,VP,-1,False=(1.0, 'reason', 1.0)
attack,VC2,NP,S,1,False=(1.0, 'goal', 9.0)
OriginValue,Naeb,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
familiar,VI2,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
do,VG1,Daa,S,-1,False=(1.0, 'quantity', 1.0)
purpose,VL2,DM,S,-1,False=(1.0, 'theme', 1.0)
naming,VG1,Ndabe,VP,-1,True=(1.0, 'time', 1.0)
specific,VH11,Tb,S,1,False=(1.0, 'particle', 1.0)
BecomeMore,VH16,Ta,S,1,False=(1.0, 'particle', 1.0)
record,Nac,DM,NP,-1,False=(0.6666666666666666, 'property', 4.0)|(0.3333333333333333, 'quantifier', 2.0)
ExpressAnger,VC31,Di,S,1,False=(1.0, 'aspect', 1.0)
provide,VC31,VC1,S,1,False=(1.0, 'complement', 1.0)
plan,Nac,VA4,NP,-1,False=(1.0, 'property', 2.0)
DegreeValue,VH13,DM,S,-1,False=(1.0, 'time', 1.0)
suffer,VH16,Nab,S,1,False=(1.0, 'location', 1.0)
institution,Ncb,A,NP,-1,False=(1.0, 'property', 27.0)
land,VC2,VP,VP,1,False=(1.0, 'complement', 1.0)
facing,VC2,Ndabd,S,-1,False=(1.0, 'time', 1.0)
base,VC33,Ndaad,S,-1,False=(1.0, 'time', 1.0)
tell,VC2,Ng,VP,-1,False=(1.0, 'time', 1.0)
know,Nv3,Dfa,NP,-1,False=(1.0, 'degree', 1.0)
BecomeMore,VH12,Dbab,S,-1,False=(1.0, 'deontics', 2.0)
unable,Nv4,NP,NP,-1,False=(1.0, 'theme', 2.0)
think,VE2,Ta,S,1,False=(1.0, 'particle', 2.0)
remember,VJ1,NP,S,-1,False=(0.5, 'theme', 1.0)|(0.5, 'goal', 1.0)
GoOut,VA11,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
undertake,VA4,P21,VP,-1,False=(1.0, 'condition', 1.0)
partner,Caa,Nv2,Nv1,1,False=(1.0, 'DUMMY2', 1.0)
ResultIn,VK2,Dbaa,VP,-1,False=(1.0, 'epistemics', 16.0)
situated,VJ1,VP,VP,-1,False=(1.0, 'condition', 1.0)
naming,VE2,NP,VP,1,False=(1.0, 'goal', 5.0)
joyful,VK1,Dj,VP,-1,False=(1.0, 'reason', 1.0)
obstruct,VE2,P11,VP,-1,False=(1.0, 'manner', 1.0)
boast,VC2,Di,VP,1,False=(1.0, 'aspect', 1.0)
withstand,VL1,NP,S,-1,False=(1.0, 'experiencer', 13.0)
city,Nac,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
glorious,Nad,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
arrive,Caa,Naa,N,-1,False=(1.0, 'DUMMY1', 6.0)
wait,Nv4,NP,NP,-1,False=(1.0, 'property', 1.0)
excited,Nac,V좪ず,NP,-1,False=(1.0, 'property', 2.0)
fish,Naa,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
seek,VF2,S,VP,1,False=(1.0, 'theme', 1.0)
SayHello,VB11,P37,VP,-1,False=(1.0, 'benefactor', 1.0)
obstruct,VE2,Dbab,VP,-1,True=(1.0, 'deontics', 1.0)
high,VH13,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
fight,Nac,Ncc,NP,-1,False=(1.0, 'property', 1.0)
disadvantageous,VK2,P31,VP,-1,False=(1.0, 'goal', 2.0)
decline,Nv4,DE,NP,-1,False=(1.0, 'nominal', 3.0)
obtain,VI3,NP,S,-1,False=(1.0, 'theme', 2.0)
create,VC31,Cbcb,VP,-1,False=(1.0, 'addition', 4.0)
QuantityPropertyValue,Caa,Nad,Nad,-1,False=(1.0, 'DUMMY1', 64.0)
countenance,Nad,N좪ず,NP,-1,False=(1.0, 'possessor', 1.0)
resist,VC2,Dd,S,-1,False=(1.0, 'time', 4.0)
prosper,Nv4,Nep,NP,-1,False=(1.0, 'quantifier', 1.0)
agreement,Nac,VA4,NP,-1,False=(1.0, 'property', 1.0)
surprise,VK1,Dfa,S,-1,False=(1.0, 'degree', 2.0)
approach,VC2,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
act,VA4[+ASP],Cbca,VP,-1,False=(1.0, 'contrast', 2.0)
situated,VC2,Ng,VP,-1,False=(1.0, 'condition', 1.0)
unfortunate,VC2,Di,S,1,False=(1.0, 'aspect', 1.0)
upset,Nad,Ncc,NP,-1,False=(1.0, 'property', 1.0)
affairs,Nad,Neu,NP,-1,False=(1.0, 'quantifier', 3.0)
no-type,Nba,GP좪ず,NP,-1,False=(1.0, 'property', 5.0)
SeekPleasure,VA4,P21,VP,-1,False=(1.0, 'location', 1.0)
MethodValue,Nac,VH11,NP,-1,True=(1.0, 'property', 2.0)
remember,VK1,VP,VP,1,False=(0.8461538461538461, 'goal', 11.0)|(0.15384615384615385, 'complement', 2.0)
fear,VK1,Dab,VP,-1,False=(1.0, 'quantity', 4.0)
round,VH11,Neqa,VP,-1,False=(1.0, 'quantity', 1.0)
endure,VC2,Dbab,S,-1,False=(0.6666666666666666, 'deontics', 2.0)|(0.3333333333333333, 'deixis', 1.0)
TimeSection,Nac,Ng,NP,-1,False=(1.0, 'property', 1.0)
correct,VC33,DM,S,1,False=(1.0, 'duration', 2.0)
prospect,Nad,Nba,NP,-1,False=(1.0, 'property', 1.0)
perception,VK1,Ta,VP,1,False=(1.0, 'particle', 1.0)
distance,Nad,VC1,NP,-1,False=(1.0, 'property', 1.0)
beast,Nab,Nab,NP,-1,False=(0.9, 'property', 9.0)|(0.1, 'apposition', 1.0)
thinking,Nac,VH11,NP,-1,False=(1.0, 'property', 23.0)
act,VJ3,P03,VP,-1,False=(1.0, 'benefactor', 1.0)
low,VH13,DM,S,-1,False=(1.0, 'theme', 1.0)
like,VJ1,NP,VP,1,False=(1.0, 'goal', 2.0)
store,Nab,Nhab,NP,-1,False=(1.0, 'possessor', 1.0)
resume,VH16,P18,VP,-1,False=(1.0, 'time', 1.0)
act,VA11[+NEG],Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
prosper,VC1,VP,S,1,False=(1.0, 'complement', 1.0)
GoRound,VA4,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
display,Nac,Ncb,NP,-1,False=(1.0, 'property', 1.0)
standpoint,Nac,PP좪ず,NP,-1,False=(0.5714285714285714, 'predication', 4.0)|(0.42857142857142855, 'property', 3.0)
human,Naea,V좪ず,NP,-1,True=(1.0, 'predication', 1.0)
act,VG1,Daa,S,-1,False=(1.0, 'quantity', 3.0)
regard,VC2,P21,VP,-1,False=(0.8, 'location', 4.0)|(0.2, 'condition', 1.0)
persuade,Nv1,NP,NP,-1,False=(0.8, 'agent', 4.0)|(0.2, 'property', 1.0)
TakeBack,VC2,P06,S,-1,True=(1.0, 'agent', 1.0)
resist,Nab,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
occupation,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 4.0)
range,Nac,S좪ず,NP,-1,False=(0.75, 'predication', 3.0)|(0.25, 'property', 1.0)
teach,Nad,Nac,NP,-1,False=(1.0, 'property', 3.0)
colored,VC31,Di,S,1,False=(1.0, 'aspect', 8.0)
alter,Nac,N좪ず,NP,-1,False=(1.0, 'property', 4.0)
act,VE2,NP,VP,1,False=(0.9565217391304348, 'goal', 22.0)|(0.043478260869565216, 'theme', 1.0)
extravagant,VC31,NP,VP,1,False=(1.0, 'theme', 9.0)
human,Nab,VC2,NP,-1,True=(0.8, 'property', 4.0)|(0.2, 'predication', 1.0)
return,VD1,Cbbb,VP,-1,False=(1.0, 'restriction', 1.0)
village,Ncb,Nab,NP,-1,False=(1.0, 'property', 2.0)
temperature,Nad,Daa,NP,1,False=(1.0, 'quantity', 1.0)
no-type,no-h-pos,Nep,NP,-1,False=(1.0, 'quantifier', 7.0)
building,Nab,DM,NP,1,False=(1.0, 'quantifier', 1.0)
send,VC31,VH11,VP,-1,True=(1.0, 'manner', 1.0)
engage,VA4,Cbca,S,-1,False=(1.0, 'contrast', 3.0)
send,VC31,VP좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
surname,VC2,Daa,S,-1,False=(1.0, 'quantity', 1.0)
do,VC2[+SPV],P62,VP,-1,False=(1.0, 'target', 1.0)
disgust,VI1,Ndabe,S,-1,False=(1.0, 'time', 1.0)
sharp,VH11,Ta,S,1,False=(1.0, 'particle', 3.0)
ish,VH15,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
grow,VH12,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
ask,VE2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
arrive,Caa,Nca,Nca,1,False=(1.0, 'DUMMY2', 34.0)
property,Nad,NP,NP,-1,False=(1.0, 'property', 1.0)
influence,Nac,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
habit,Nac,NP,NP,-1,False=(1.0, 'property', 3.0)
die,VH11,Cbaa,S,-1,False=(1.0, 'concession', 1.0)
ship,Naeb,Neqa,NP,-1,False=(1.0, 'quantifier', 2.0)
transport,VD1,P19,VP,-1,False=(1.0, 'location', 1.0)
bring,VC32,VA11,VP,1,False=(1.0, 'complement', 5.0)
incur,VC31,Dd,S,-1,False=(1.0, 'time', 1.0)
WellBred,Nad,Nddc,NP,-1,False=(1.0, 'property', 1.0)
LaughAt,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
suffer,VH11,Ta,S,1,False=(1.0, 'particle', 1.0)
guess,VE2,S,S,1,False=(1.0, 'goal', 3.0)
tell,VE12,Dbaa,S,-1,False=(1.0, 'epistemics', 5.0)
GoInto,VC1,VC1,VP,1,False=(1.0, 'complement', 1.0)
die,VH11,Nddb,S,1,False=(1.0, 'time', 1.0)
extreme,VK2,Dbaa,S,-1,True=(1.0, 'epistemics', 1.0)
exist,V_2,P21,VP,-1,False=(0.36666666666666664, 'location', 11.0)|(0.3, 'time', 9.0)|(0.3, 'condition', 9.0)|(0.03333333333333333, 'topic', 1.0)
show,Nv1,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
fixed,VH11,Cbca,S,-1,False=(1.0, 'result', 1.0)
decide,VE2,Dbb,S,-1,False=(1.0, 'evaluation', 5.0)
furniture,Naeb,V좪ず,NP,-1,False=(1.0, 'property', 2.0)
route,Nac,VA13,NP,-1,False=(1.0, 'property', 1.0)
reputation,Nad,Nac,NP,-1,False=(1.0, 'property', 2.0)
PayAttention,VK1,P32,S,-1,False=(1.0, 'goal', 1.0)
QuantityValue,DM,Ncb,NP,-1,False=(1.0, 'property', 4.0)
do,VA4,Dbab,VP,-1,False=(1.0, 'deontics', 3.0)
shows,Nac,N좪ず,NP,-1,False=(0.8888888888888888, 'property', 8.0)|(0.1111111111111111, 'possessor', 1.0)
QuantityValue,Neqa,NP좪ず,NP,-1,False=(1.0, 'property', 8.0)
vegetable,Nab,V좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'predication', 1.0)
act,VB11,Dab,S,-1,False=(1.0, 'quantity', 1.0)
no-type,no-h-pos,NP좪ず,NP,-1,False=(0.5238095238095238, 'property', 11.0)|(0.42857142857142855, 'possessor', 9.0)|(0.047619047619047616, 'predication', 1.0)
QuantityPropertyValue,Caa,VA4,Nba,-1,False=(1.0, 'DUMMY1', 1.0)
ish,VJ2,Cbaa,S,-1,False=(1.0, 'hypothesis', 1.0)
prepare,VC2,VP,S,1,False=(1.0, 'complement', 2.0)
appear,VH11,Dj,S,-1,False=(1.0, 'reason', 2.0)
cross,VA11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
express,VE2,Ng,S,-1,False=(0.8571428571428571, 'time', 6.0)|(0.14285714285714285, 'condition', 1.0)
benefit,VC2,Cbca,VP,-1,False=(1.0, 'addition', 1.0)
refined,VH11,Ng,S,-1,False=(1.0, 'time', 1.0)
famous,VI2,Nddb,S,-1,False=(1.0, 'time', 1.0)
BestQuality,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 3.0)
misfortunate,VH11,NP,S,-1,False=(1.0, 'theme', 3.0)
adjust,VA4,VP,VP,1,False=(1.0, 'complement', 1.0)
guarantee,VC31,Cbca,S,-1,False=(1.0, 'contrast', 1.0)
hold,VC33,P07,S,-1,False=(1.0, 'theme', 1.0)
fund,Naeb,S좪ず,NP,-1,False=(0.5, 'property', 2.0)|(0.5, 'predication', 2.0)
SelfMove,VA11,NP,S,-1,False=(0.6666666666666666, 'theme', 4.0)|(0.3333333333333333, 'location', 2.0)
similarity,Nad,GP좪ず,NP,-1,False=(1.0, 'property', 2.0)
stay,VC1,VC2,VP,1,False=(1.0, 'complement', 1.0)
naming,VE2,P21,S,-1,False=(1.0, 'location', 1.0)
regard,VC2,Ng,VP,-1,False=(0.5, 'time', 1.0)|(0.5, 'condition', 1.0)
coupon,Nab,VC2,NP,-1,False=(1.0, 'property', 1.0)
MakeTrouble,VJ1,NP,VP,1,False=(1.0, 'goal', 1.0)
StateChange,VC2,P61,S,1,False=(1.0, 'location', 2.0)
endeavour,VH11,Ta,VP,1,False=(1.0, 'particle', 1.0)
forming,VG2,Nab,VP,-1,False=(1.0, 'instrument', 1.0)
happy,Nv4,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
suitable,VH15,NP,VP,1,False=(1.0, 'theme', 1.0)
withstand,VC31,NP,VP,-1,False=(1.0, 'theme', 1.0)
study,VC2,NP,S,1,False=(1.0, 'goal', 27.0)
like,VJ2,VH11,S,-1,False=(1.0, 'manner', 3.0)
RegardAs,VG2,S,S,-1,False=(1.0, 'theme', 5.0)
supervise,VC2,P26,S,-1,True=(1.0, 'agent', 1.0)
RegardAs,VG2,NP,VP,1,False=(1.0, 'range', 31.0)
lights,Naa,VP좪ず,NP,-1,False=(1.0, 'property', 1.0)
guess,VE2,NP,VP,1,False=(1.0, 'goal', 8.0)
QuantityPropertyValue,Neqa,NP,S,-1,False=(1.0, 'theme', 1.0)
alive,VH11,Dbaa,VP,-1,False=(1.0, 'epistemics', 2.0)
enjoy,VJ2,Ta,S,1,False=(1.0, 'particle', 1.0)
DimensionValue,Nac,Ndabd,NP,-1,False=(1.0, 'property', 1.0)
mishap,Nac,Ndda,NP,-1,False=(1.0, 'property', 1.0)
affairs,Nab,N좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'possessor', 1.0)
different,VH11,NP,S,-1,False=(0.9402985074626866, 'theme', 63.0)|(0.05970149253731343, 'topic', 4.0)
do,VC2,Daa,S,-1,False=(1.0, 'quantity', 1.0)
MoveItBack,VA4,P59,VP,-1,False=(1.0, 'location', 2.0)
perform,Nac,Nac,NP,-1,False=(1.0, 'property', 2.0)
show,Nad,PP좪ず,NP,-1,True=(1.0, 'property', 1.0)
persuade,VF2,P11,VP,-1,False=(1.0, 'manner', 1.0)
room,Ncb,Nba,NP,-1,False=(1.0, 'property', 1.0)
request,Nac,V좪ず,NP,-1,False=(1.0, 'property', 6.0)
waste,Nab,Ncc,NP,-1,False=(1.0, 'property', 1.0)
knowledge,Nac,DM,NP,-1,False=(1.0, 'quantifier', 9.0)
water,Naa,Ndabe,NP,-1,False=(1.0, 'property', 1.0)
mobilize,VC2,VP,S,1,False=(1.0, 'complement', 2.0)
accidental,VH11,P21,VP,1,False=(1.0, 'time', 1.0)
follow,VC2,P61,VP,1,False=(1.0, 'duration', 1.0)
recompense,VC33,Ncb,S,-1,False=(1.0, 'location', 2.0)
start,VH11,DM,VP,1,False=(0.75, 'duration', 3.0)|(0.25, 'quantifier', 1.0)
use,VC2,Di,VP,1,False=(1.0, 'aspect', 4.0)
finish,VH11,Nca,VP,-1,False=(1.0, 'location', 1.0)
tour,VA4,Nca,VP,-1,False=(1.0, 'location', 1.0)
reverse,VC31,NP,VP,1,False=(1.0, 'theme', 2.0)
engage,VG2,NP,S,1,False=(0.9411764705882353, 'range', 16.0)|(0.058823529411764705, 'theme', 1.0)
WhileAway,VC2,Dh,S,-1,False=(1.0, 'manner', 5.0)
naming,VG1,Dbaa,S,-1,True=(1.0, 'epistemics', 1.0)
reside,VG2,NP,S,1,False=(1.0, 'range', 1.0)
RainSnow,Naa,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
fight,Nv1,Ng,NP,-1,False=(1.0, 'property', 1.0)
defeat,VJ1,Di,VP,1,False=(1.0, 'aspect', 1.0)
carve,Nab,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
substantial,Nv4,VA4,NP,-1,False=(1.0, 'property', 2.0)
DegreeValue,VH11,Dbc,S,-1,False=(1.0, 'evaluation', 1.0)
destroy,VC2,Dd,S,-1,False=(1.0, 'time', 1.0)
cause,Nac,S,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'apposition', 1.0)
capital,Nca,V좪ず,NP,-1,False=(1.0, 'property', 1.0)
buy,VB11,Dd,VP,-1,False=(1.0, 'time', 1.0)
come,VI3,VP,VP,1,True=(1.0, 'complement', 1.0)
district,Ncb,Nad,NP,-1,False=(1.0, 'property', 9.0)
weaken,VH16,Dd,S,-1,False=(1.0, 'time', 1.0)
climb,VC1,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
fulfil,VC2,Daa,VP,-1,False=(1.0, 'quantity', 2.0)
repair,VC2,Ndabd,S,-1,False=(1.0, 'time', 1.0)
